Transaction,items
2103,"['Bread', 'Coffee', 'Medialuna', 'Pastry']"
2104,"['Bread', 'Medialuna']"
2105,"['Coffee', 'Pastry', 'Tea']"
2106,['Coffee']
2107,['Juice']
2108,['Coffee']
2109,"['Cake', 'Coffee', 'Muffin', 'Pastry', 'Tea']"
2110,['Hot chocolate']
2111,['Muffin']
2112,"['Bread', 'Coffee', 'Juice', 'Tartine']"
2113,"['Coffee', 'Fudge']"
2114,"['Bread', 'Coffee']"
2115,['Bread']
2116,"['Coffee', 'Tea']"
2117,"['Coffee', 'Sandwich']"
2118,"['Coffee', 'Coke', 'Sandwich']"
2119,['Scandinavian']
2120,"['Muffin', 'Tea']"
2121,"['Bread', 'Scandinavian']"
2122,['Coffee']
2123,"['Coffee', 'Tartine', 'The Nomad']"
2124,"['Coffee', 'Sandwich']"
2125,"['Alfajores', 'Coffee']"
2126,"['Coffee', 'Tea']"
2127,['Scandinavian']
2128,['Bread']
2129,['Mineral water']
2130,"['Alfajores', 'Cake', 'Muffin']"
2131,['Tea']
2132,['Bread']
2133,['Bread']
2134,['Scandinavian']
2135,"['Bread', 'Coffee', 'Sandwich']"
2136,"['Hot chocolate', 'Tea']"
2137,['Muffin']
2138,"['Coffee', 'Sandwich']"
2140,['Bread']
2141,"['Coffee', 'Muffin']"
2142,"['Cake', 'Coffee', 'Pastry']"
2143,"['Cake', 'Cookies', 'Hot chocolate', 'Tea']"
2144,['Cake']
2145,"['Bread', 'Sandwich']"
2146,"['Bakewell', 'Coffee']"
2147,"['Alfajores', 'Bread', 'Tea']"
2148,"['Coffee', 'Medialuna', 'Sandwich', 'Tea']"
2149,"['Alfajores', 'Bread', 'Medialuna', 'Tea']"
2150,"['Bread', 'Coffee', 'Muffin']"
2151,"['Bread', 'Coffee', 'Hot chocolate', 'Muffin', 'Pastry']"
2152,"['Alfajores', 'Tea']"
2153,"['Bakewell', 'Cake']"
2154,['Focaccia']
2155,"['Bakewell', 'Pastry', 'Tea']"
2156,"['Alfajores', 'Coffee']"
2157,"['Alfajores', 'Coffee']"
2158,"['Bread', 'Coffee', 'The Nomad']"
2159,['Coffee']
2160,"['Coffee', 'Jammie Dodgers', 'Juice']"
2161,['Medialuna']
2162,"['Bakewell', 'Coffee', 'Jammie Dodgers', 'Juice', 'Muffin', 'Smoothies', 'Tea']"
2163,"['Cake', 'Pastry']"
2164,"['Brownie', 'Coffee']"
2165,"['Jammie Dodgers', 'Juice']"
2166,['Coffee']
2167,"['Bakewell', 'Coffee']"
2168,"['Bread', 'Pastry', 'Tea']"
2169,"['Bread', 'Coffee', 'Hot chocolate']"
2170,"['Coffee', 'Hot chocolate', 'Pastry']"
2171,"['Bread', 'Coffee']"
2172,"['Alfajores', 'Pastry']"
2173,['Bread']
2174,"['Coffee', 'Hot chocolate', 'Muffin']"
2175,"['Bread', 'Coffee', 'Pastry', 'Smoothies']"
2176,"['Brownie', 'Coffee', 'Hot chocolate']"
2177,"['Hearty & Seasonal', 'Tartine']"
2178,['Fudge']
2179,['Bread']
2180,['Coffee']
2181,"['Coffee', 'Keeping It Local']"
2182,"['Coffee', 'Medialuna', 'Tea']"
2183,"['Hot chocolate', 'Jammie Dodgers', 'Medialuna', 'Muffin', 'Tea']"
2184,['Coffee']
2185,"['Coffee', 'Keeping It Local']"
2186,"['Coffee', 'Medialuna']"
2187,"['Bread', 'Hot chocolate', 'Medialuna']"
2188,['Bread']
2189,['Bread']
2190,"['Alfajores', 'Brownie', 'Coffee', 'Hot chocolate', 'Muffin']"
2191,['Pastry']
2192,"['Brownie', 'Coffee']"
2193,['Jammie Dodgers']
2194,"['Coffee', 'Hearty & Seasonal']"
2195,"['Art Tray', 'Coffee', 'Hearty & Seasonal', 'Tea']"
2196,"['Alfajores', 'Brownie', 'Coffee']"
2197,"['Coffee', 'Hearty & Seasonal', 'Medialuna']"
2198,"['Bread', 'Coffee', 'Farm House']"
2199,['Farm House']
2200,"['Cake', 'Coffee', 'Tea']"
2201,"['Hearty & Seasonal', 'Tea']"
2202,"['Coffee', 'Hot chocolate']"
2203,"['Bakewell', 'Cake']"
2204,"['Coffee', 'Hearty & Seasonal']"
2205,"['Coffee', 'Muffin']"
2206,"['Brownie', 'Cake']"
2207,"['Art Tray', 'Bakewell', 'Coffee', 'Cookies', 'Sandwich']"
2208,['Bakewell']
2209,['Coffee']
2210,"['Coffee', 'Cookies', 'Medialuna']"
2211,"['Alfajores', 'Cake', 'Coffee']"
2212,['Fudge']
2213,['Mineral water']
2214,"['Bakewell', 'Bread', 'Brownie', 'Coffee']"
2215,"['Coffee', 'Tea']"
2216,['Coffee']
2217,"['Bread', 'Coffee']"
2218,['Pastry']
2219,['Bread']
2220,"['Coffee', 'Medialuna']"
2221,['Coffee']
2222,"['Coffee', ""Ella's Kitchen Pouches""]"
2223,"['Coffee', 'Pastry']"
2224,['Coffee']
2225,"['Coffee', 'Tartine']"
2226,['Bread']
2227,['Coffee']
2228,"['Coffee', 'Tea']"
2229,"['Coffee', 'Medialuna', 'Pastry']"
2230,"['Coffee', 'Pastry']"
2231,"['Coffee', 'Medialuna']"
2232,"['Coffee', 'Keeping It Local', 'Tea']"
2234,"['Bread', 'Coffee', 'Cookies', 'Pastry']"
2235,"['Bread', 'Jam', 'Sandwich', 'Smoothies']"
2236,"['Bread', 'Cookies']"
2237,['Bread']
2238,"['Coffee', 'Cookies']"
2239,['Sandwich']
2241,['Hot chocolate']
2242,"['Bakewell', 'Bread', 'Coffee', 'Lemon and coconut']"
2243,['Coffee']
2244,"['Coffee', 'Lemon and coconut', 'Sandwich']"
2245,['Tea']
2246,"['Bread', 'Coffee']"
2248,['Bread']
2249,['Bread']
2250,['Coffee']
2251,"['Cake', 'Coffee', 'Hot chocolate', 'Pastry']"
2252,['Bread']
2253,['Bread']
2254,['Bread']
2255,['Coffee']
2256,"['Bread', 'Cake', 'Lemon and coconut', 'Tea']"
2257,"['Coffee', 'Medialuna', 'Pastry', 'Tea']"
2258,['Bread']
2259,"['Coffee', 'Cookies', ""Ella's Kitchen Pouches"", 'Tea', 'Tiffin']"
2260,['Coffee']
2261,['Pastry']
2262,"['Bread', 'Coffee', 'Pastry']"
2263,"['Keeping It Local', 'Tea']"
2264,['Coffee']
2265,"['Coffee', 'Medialuna']"
2266,['Bread']
2267,"['Coffee', 'Keeping It Local']"
2268,"['Hot chocolate', 'Pastry']"
2269,['Bread']
2270,"['Coffee', 'Tea']"
2271,['Bread']
2272,['Coke']
2273,['Bread']
2274,['Bread']
2275,"['Coffee', 'Medialuna', 'Pastry']"
2276,"['Coffee', 'Muffin']"
2277,"['Coffee', 'Muffin']"
2278,"['Bread', 'Coffee']"
2279,['Farm House']
2280,"['Coffee', 'Muffin']"
2281,"['Bread', 'Coffee']"
2282,['Coffee']
2283,['Coffee']
2284,"['Farm House', 'Scandinavian']"
2285,['Coffee']
2286,['Tea']
2287,"['Coffee', 'Muffin']"
2288,['Bread']
2289,"['Bread', 'Scandinavian']"
2290,['Tea']
2291,"['Coffee', 'Medialuna']"
2294,['Tea']
2295,"['Sandwich', 'Tea']"
2296,"['Cake', 'Coffee']"
2297,"['Cake', 'Coffee', 'Muffin']"
2298,['Cookies']
2300,['Tea']
2301,['Sandwich']
2302,['Farm House']
2303,"['Cake', 'Sandwich']"
2304,"['Bread', 'Cake', 'Coffee', 'Hot chocolate']"
2305,"['Muffin', 'Tea']"
2307,"['Bread', 'Coffee', 'Fudge', 'Jam', 'Tea']"
2308,"['Cookies', 'Juice', 'Tea']"
2309,"['Bread', 'Cake', 'Coffee']"
2310,['Coke']
2311,"['Pastry', 'Tiffin']"
2312,['Alfajores']
2313,"['Coffee', 'Tiffin']"
2314,['Bread']
2315,['Bread']
2316,"['Bread', 'Medialuna']"
2317,"['Bread', 'Cake']"
2318,['Bread']
2319,['Farm House']
2320,"['Medialuna', 'Pastry']"
2321,"['Coffee', 'Cookies', 'Keeping It Local']"
2322,['Coffee']
2323,"['Coffee', 'Hot chocolate', 'Tea']"
2324,['Smoothies']
2325,"['Coffee', 'Keeping It Local']"
2326,['Coffee']
2327,['Farm House']
2328,['Tea']
2329,"['Bread', 'Medialuna']"
2330,"['Bread', 'Pastry']"
2331,"['Coffee', 'Pastry']"
2332,"['Coffee', 'Keeping It Local']"
2333,['Coffee']
2334,['Bread']
2335,"['Bread', 'Cookies']"
2337,['Coffee']
2338,['Bread']
2339,"['Coffee', 'Fudge', 'Jam', 'Keeping It Local']"
2340,"['Art Tray', 'Coffee', 'Hot chocolate', 'Keeping It Local', 'Tea']"
2341,['Coffee']
2342,"['Cake', 'Coffee']"
2343,"['Bread', 'Jammie Dodgers']"
2344,"['Muffin', 'Smoothies']"
2346,"['Coffee', 'Cookies', 'Jammie Dodgers']"
2347,"['Bread', 'Cake', 'Coffee']"
2348,"['Bread', 'Cookies', 'Muffin']"
2350,['Bread']
2351,['Tea']
2352,"['Alfajores', 'Bread', 'Hot chocolate']"
2353,['Tea']
2354,['Muffin']
2355,"['Alfajores', 'Bread', 'Coffee', 'Mineral water', 'Sandwich']"
2356,"['Alfajores', 'Sandwich']"
2357,['Coffee']
2358,"['Coffee', 'Muffin']"
2359,"['Coffee', 'Tiffin']"
2360,"['Bread', 'Coffee']"
2361,"['Cookies', 'Hot chocolate']"
2362,['Tea']
2363,"['Bread', 'Hot chocolate']"
2364,"['Fudge', 'Hot chocolate']"
2365,['Coffee']
2366,"['Coffee', 'Tiffin']"
2367,"['Bread', 'Tiffin']"
2368,['Bread']
2369,"['Bread', 'Jam', 'Pastry']"
2370,['Hot chocolate']
2371,"['Bread', 'Coffee', 'Hot chocolate', 'Pastry']"
2372,"['Coffee', 'Pastry']"
2373,"['Bread', 'Muffin', 'Pastry', 'Tea']"
2374,"['Bread', 'Coffee']"
2375,"['Coffee', 'Pastry']"
2376,['Tea']
2377,['Tea']
2378,"['Tea', 'The Nomad']"
2379,['Coffee']
2380,['Medialuna']
2381,['Farm House']
2382,['Bread']
2383,['Coffee']
2384,['Farm House']
2385,"['Bread', 'Coffee', 'Keeping It Local', 'Pastry']"
2386,"['Bread', 'Coffee']"
2387,['Hearty & Seasonal']
2388,['Bread']
2389,['Fudge']
2390,['Scandinavian']
2391,"['Alfajores', 'Bread']"
2392,"['Coffee', 'Coke', 'Juice', 'Sandwich']"
2393,['Farm House']
2395,['Bread']
2396,"['Coffee', 'Medialuna']"
2397,"['Bread', 'Coffee', 'Pastry']"
2398,"['Coffee', 'Sandwich']"
2399,['Bread']
2400,"['Bread', 'Muffin']"
2401,['Coffee']
2402,"['Coffee', 'Muffin']"
2403,['Coffee']
2404,"['Fudge', 'Spread']"
2406,['Bread']
2407,"['Bread', 'Coffee', 'Pastry']"
2408,"['Cake', 'Coffee']"
2409,['Coffee']
2410,['Bread']
2412,['Tea']
2413,['Coffee']
2414,"['Cake', 'Coffee', 'Hot chocolate']"
2415,"['Bread', 'Tea']"
2416,['Cake']
2417,['Medialuna']
2418,"['Coffee', 'Pastry']"
2419,['Coffee']
2420,['Coffee']
2421,['Bread']
2422,"['Cake', 'Coffee']"
2423,['Bread']
2424,['Coffee']
2425,['Coffee']
2426,['Tea']
2427,"['Coffee', 'Keeping It Local']"
2428,"['Sandwich', 'Tea']"
2429,['Coffee']
2430,['Coffee']
2431,['Coffee']
2432,['Bread']
2433,"['Bread', 'Tea']"
2434,"['Coffee', 'Pastry']"
2435,"['Bread', 'Coffee', 'Pastry']"
2436,"['Coffee', 'Medialuna']"
2437,"['Coffee', 'Tea']"
2438,['Bread']
2439,['Coffee']
2440,"['Coffee', 'Cookies', 'Medialuna', 'Pastry']"
2441,"['Bread', 'Cake']"
2442,"['Bread', 'Coffee']"
2443,['Bread']
2444,['Coffee']
2445,['Toast']
2446,['Hot chocolate']
2447,"['Fudge', 'Scandinavian']"
2448,"['Coffee', 'Medialuna']"
2449,"['Coffee', 'Pastry']"
2450,"['Cake', 'Coffee', 'Medialuna']"
2451,"['Farm House', 'Fudge', 'Sandwich']"
2452,"['Sandwich', 'Scone']"
2453,"['Bread', 'Sandwich']"
2454,['Sandwich']
2457,['Coffee']
2458,"['Bread', 'Sandwich']"
2459,"['Coke', 'Sandwich']"
2460,"['Coke', 'Sandwich']"
2461,['Sandwich']
2462,"['Sandwich', 'Scone']"
2463,['Hot chocolate']
2464,"['Coffee', 'Muffin']"
2466,['Bread']
2467,['Bread']
2468,['Bread']
2469,"['Alfajores', 'Coffee']"
2470,"['Bread', 'Sandwich']"
2471,"['Bread', 'Scone']"
2472,"['Coffee', 'Medialuna']"
2473,['Cake']
2474,['Truffles']
2475,"['Cake', 'Coffee']"
2476,['Scone']
2477,"['Cookies', 'Hot chocolate', 'Mineral water', 'Scone']"
2478,"['Coffee', 'Scone', 'Tea']"
2479,['Bread']
2481,['Coffee']
2482,['Bread']
2486,"['Bread', 'Jam', 'Scandinavian']"
2487,"['Bread', 'Scandinavian']"
2488,"['Coffee', 'Medialuna']"
2489,"['Bread', 'Pastry']"
2490,['Bread']
2491,['Farm House']
2492,"['Coffee', 'Hot chocolate', 'Scone']"
2493,"['Coffee', 'Farm House', 'Hot chocolate', 'Medialuna', 'Pastry']"
2494,['Bread']
2495,"['Bread', 'Coffee']"
2496,"['Coffee', 'Scandinavian']"
2497,['Bread']
2498,"['Coffee', 'Medialuna', 'Pastry']"
2499,"['Bread', 'Scandinavian']"
2500,"['Coffee', 'Scone']"
2501,['Coffee']
2502,['Bread']
2503,"['Bread', 'Pastry']"
2504,"['Bread', 'Coffee']"
2505,['Bread']
2506,['Bread']
2507,['Coffee']
2508,"['Coffee', 'Scone']"
2509,['Cake']
2510,['Coffee']
2511,"['Bread', 'Fudge']"
2512,"['Bread', 'Farm House', 'Medialuna']"
2513,"['Muffin', 'Scone']"
2514,['Coffee']
2515,"['Alfajores', 'Coffee', 'Scone']"
2516,['Coffee']
2517,"['Scone', 'Tea']"
2518,"['Cake', 'Juice', 'Tea']"
2519,"['Coffee', 'Fudge', 'Jam', 'Tartine']"
2520,['Bread']
2521,"['Coffee', 'Medialuna']"
2522,"['Bread', 'Tea']"
2523,['Coke']
2524,"['Coffee', 'Medialuna']"
2525,['Bread']
2526,"['Bread', 'Truffles']"
2527,"['Bread', 'Cake', 'Coffee', 'Pastry', 'Tea']"
2528,['Sandwich']
2529,['Hot chocolate']
2530,"['Coffee', 'Sandwich']"
2532,"['Coffee', 'Sandwich', 'Tea']"
2533,"['Coffee', 'Scone']"
2534,['Cake']
2535,"['Bread', 'Cookies']"
2536,"['Coffee', 'Sandwich']"
2537,"['Cake', 'Coffee', 'Scone']"
2538,"['Bread', 'Mineral water']"
2539,"['Bread', 'Coffee']"
2540,"['Cake', 'Muffin', 'Scone']"
2541,"['Scone', 'Tea']"
2543,"['Muffin', 'Pastry']"
2545,"['Cake', 'Coffee', 'Muffin']"
2546,['Cake']
2547,"['Bread', 'Cake', 'Scone', 'Tea']"
2548,"['Coffee', 'Medialuna']"
2549,"['Fudge', 'Jam']"
2550,"['Pastry', 'Scone']"
2551,"['Fudge', 'Hot chocolate']"
2552,"['Cake', 'Coffee', 'Juice', 'Sandwich']"
2553,['Bread']
2554,"['Coffee', 'Juice']"
2555,"['Bread', 'Coffee', 'Hot chocolate', 'Scone']"
2556,"['Coffee', 'Hot chocolate', 'Muffin', 'Scone']"
2557,['Bread']
2558,['Medialuna']
2559,"['Alfajores', 'Cake']"
2560,['Hot chocolate']
2561,['Coffee']
2562,['Coffee']
2563,"['Coffee', 'Tea']"
2564,"['Bread', 'Cake', 'Coffee', 'Jam']"
2565,['Coffee']
2566,"['Scone', 'Tea']"
2567,['Bread']
2568,['Bread']
2569,"['Hot chocolate', 'Muffin', 'Smoothies', 'Toast']"
2570,"['Alfajores', 'Medialuna', 'Muffin']"
2571,"['Bread', 'Coffee', 'Scone']"
2572,"['Juice', 'Tea']"
2573,"['Bread', 'Coffee']"
2574,['Pastry']
2575,"['Bread', 'Pastry', 'Tea']"
2576,"['Coffee', 'Medialuna']"
2577,"['Coffee', 'Medialuna']"
2578,['Bread']
2579,"['Bread', 'Pastry']"
2580,"['Bread', 'Toast']"
2581,"['Bread', 'Medialuna', 'Toast']"
2582,"['Coffee', 'Pastry', 'Scone']"
2583,"['Coffee', 'Muffin', 'Tea']"
2584,"['Coffee', 'Toast']"
2585,"['Coffee', 'Medialuna', 'Pastry']"
2586,"['Bread', ""Ella's Kitchen Pouches""]"
2587,"['Coffee', 'Toast']"
2588,"['Bread', 'Medialuna']"
2589,"['Hot chocolate', 'Tea']"
2590,"['Bread', 'Muffin']"
2591,"['Bread', 'Coffee']"
2592,['Farm House']
2593,['Coffee']
2594,"['Alfajores', 'Bread', 'Cookies']"
2595,"['Alfajores', 'Coffee', 'Medialuna', 'Pastry']"
2596,"['Bread', 'Coffee']"
2597,['Bread']
2598,"['Coffee', 'Truffles']"
2599,"['Bread', 'Coffee', 'Fudge']"
2600,['Bread']
2601,"['Bread', 'Coffee']"
2602,['Bread']
2603,"['Alfajores', 'Coffee', 'Crepes', 'Medialuna']"
2604,"['Cake', 'Coffee']"
2605,"['Bread', 'Cake', 'Coffee', 'Cookies']"
2606,['Coffee']
2607,['Bread']
2608,['Farm House']
2609,['Bread']
2610,"['Coffee', 'Medialuna']"
2611,"['Cake', 'Coffee', 'Hot chocolate', 'Tea']"
2612,"['Hot chocolate', 'Tea', 'Truffles']"
2613,['Hot chocolate']
2614,"['Coffee', 'Crepes', 'Sandwich']"
2615,"['Bread', 'Crepes']"
2616,"['Bread', 'Cake', 'Coffee', 'Medialuna', 'Muffin']"
2617,['Coffee']
2618,"['Bread', 'Coffee', 'Cookies']"
2619,"['Crepes', 'Medialuna']"
2620,['Muffin']
2621,"['Medialuna', 'Tea']"
2622,['Pastry']
2623,['Tea']
2624,"['Coffee', 'Scone']"
2625,"['Bread', 'Coffee']"
2626,"['Tea', 'Truffles']"
2627,['Cookies']
2628,['Coffee']
2629,['Bread']
2630,"['Bread', 'Coffee', 'Pastry', 'Toast']"
2631,['Coffee']
2632,['Muffin']
2633,['Bread']
2634,['Farm House']
2635,['Coffee']
2636,['Bread']
2637,['Bread']
2638,"['Alfajores', 'Coffee', 'Pastry', 'Tea']"
2639,"['Coffee', 'Medialuna', 'Toast']"
2640,['Coffee']
2641,"['Bread', 'Juice', 'Medialuna', 'Tea']"
2642,"['Coffee', 'Medialuna', 'Toast']"
2643,"['Pastry', 'Tea']"
2644,['Farm House']
2645,['Coffee']
2646,['Coffee']
2647,"['Coffee', 'Muffin']"
2648,['Coffee']
2649,"['Coffee', 'Muffin']"
2650,"['Coffee', 'Sandwich']"
2651,"['Bread', 'Coffee', 'Dulce de Leche', 'Pastry']"
2652,['Jam']
2653,"['Coffee', 'Medialuna']"
2654,"['Coffee', 'Cookies', 'Pastry']"
2655,['Farm House']
2656,['Coffee']
2657,['Coffee']
2659,"['Bread', 'Pastry']"
2660,"['Juice', 'Sandwich']"
2661,"['Alfajores', 'Coffee']"
2662,"['Coffee', 'Sandwich']"
2663,['Bread']
2664,['Bread']
2665,"['Bread', 'Medialuna', 'Tea']"
2666,"['Coffee', 'Muffin']"
2667,"['Cake', 'Tea']"
2668,"['Coffee', 'Cookies']"
2669,"['Coke', 'Hearty & Seasonal']"
2670,"['Coffee', 'Muffin', 'Sandwich']"
2671,['Alfajores']
2672,['Alfajores']
2673,"['Coffee', 'Sandwich']"
2674,"['Coffee', 'Hot chocolate', 'Muffin', 'Sandwich']"
2675,['Muffin']
2676,"['Bread', 'Coffee', 'Tea']"
2677,['Coffee']
2678,"['Bread', 'Cookies', 'Medialuna', 'Tea']"
2679,['Coffee']
2680,"['Bread', 'Coffee']"
2681,"['Alfajores', 'Bread', 'Coffee', 'Sandwich']"
2682,"['Bread', 'Coffee', 'Cookies', 'Medialuna']"
2683,"['Coffee', 'Cookies']"
2684,['Farm House']
2685,['Coffee']
2686,['Coke']
2687,"['Bread', 'Coffee']"
2688,"['Bread', 'Pastry']"
2689,['Coffee']
2690,"['Alfajores', 'Bread', 'Hot chocolate', 'Muffin']"
2691,['Coffee']
2692,['Bread']
2693,['Coffee']
2694,"['Coffee', 'Medialuna']"
2695,['Coffee']
2696,"['Bread', 'Medialuna', 'Pastry']"
2697,"['Coffee', 'Muffin']"
2698,['Bread']
2699,['Bread']
2700,"['Bread', 'Coffee']"
2701,"['Bread', 'Tea']"
2702,"['Bread', 'Cookies', 'Muffin']"
2703,"['Coffee', 'Tea']"
2704,"['Bread', 'Medialuna', 'Pastry']"
2705,"['Alfajores', 'Coffee']"
2706,['Toast']
2707,['Coffee']
2708,['Tea']
2709,"['Hot chocolate', 'Medialuna']"
2710,"['Coffee', 'Pastry']"
2711,['Coffee']
2712,"['Bread', 'Cake']"
2713,"['Cake', 'Coffee']"
2714,"['Coffee', 'Hot chocolate', 'Pastry']"
2715,['Tea']
2716,['Bread']
2717,['Tea']
2718,"['Bread', 'Farm House']"
2719,['Coffee']
2720,['Bread']
2721,['Bread']
2722,"['Bread', 'Cookies']"
2723,"['Bread', 'Coffee']"
2724,"['Coffee', 'Cookies']"
2725,['Farm House']
2726,['Bread']
2727,['Coffee']
2728,"['Coffee', 'Muffin', 'Sandwich', 'Tea']"
2729,"['Bread', 'Cake', 'Coffee']"
2730,['Bread']
2731,['Tea']
2732,"['Coffee', 'Tea']"
2733,['Coffee']
2734,"['Alfajores', 'Sandwich', 'Tea']"
2735,"['Alfajores', 'Cake', 'Coffee', 'Mineral water', 'Sandwich']"
2736,"['Bread', 'Coffee']"
2737,['Coffee']
2738,"['Cake', 'Tea']"
2739,['Bread']
2740,['Cookies']
2741,"['Coffee', 'Juice']"
2742,"['Coffee', 'Juice', 'Mineral water', 'Muffin']"
2743,['Bread']
2744,['Bread']
2745,['Bread']
2746,"['Bread', 'Hot chocolate', 'Juice', 'Toast']"
2747,"['Bread', 'Cake', 'Coffee']"
2748,"['Coffee', 'Toast']"
2749,"['Coffee', 'Toast']"
2750,['Tea']
2751,"['Cookies', 'Tea', 'Toast']"
2752,['Farm House']
2753,"['Bread', 'Cake']"
2754,['Bread']
2755,['Coffee']
2756,"['Alfajores', 'Tea']"
2757,['Bread']
2758,['Coffee']
2759,"['Coffee', 'Juice', 'Tea']"
2760,"['Coffee', 'Medialuna']"
2761,['Bread']
2762,"['Coffee', 'Medialuna']"
2763,"['Cake', 'Tea']"
2764,"['Bread', 'Coffee']"
2765,['Farm House']
2766,['Bread']
2767,"['Crepes', 'Farm House']"
2768,['Bread']
2769,['Hot chocolate']
2770,"['Coffee', 'Hot chocolate', 'Sandwich']"
2771,['Sandwich']
2772,"['Coffee', 'Truffles']"
2773,['Jam']
2774,['Bread']
2775,['Bread']
2776,"['Coffee', 'Mineral water', 'Sandwich']"
2777,['Bread']
2778,"['Coke', 'Cookies']"
2780,['Bread']
2781,"['Coffee', 'Sandwich']"
2782,"['Bread', 'Coffee']"
2783,"['Coffee', 'Tea']"
2785,"['Coffee', 'Tea']"
2786,['Hot chocolate']
2787,"['Alfajores', 'Coffee']"
2788,"['Cake', 'Coffee', 'Fudge', 'Jam']"
2789,['Cake']
2790,"['Bread', 'Coffee']"
2791,"['Coffee', 'Pastry']"
2792,"['Coffee', 'Pastry']"
2793,"['Coffee', 'Pastry']"
2794,"['Bread', 'Truffles']"
2795,['Coffee']
2796,['Coffee']
2797,"['Coffee', 'Mineral water', 'Toast', 'Vegan mincepie']"
2798,"['Bread', 'Medialuna']"
2799,"['Cake', 'Coffee']"
2800,"['Coffee', 'Pastry']"
2801,['Coffee']
2802,['Coffee']
2803,"['Bread', 'Cake', 'Cookies']"
2804,"['Bread', 'Cake', 'Coffee', 'Tea']"
2805,"['Juice', 'Toast']"
2806,['Bread']
2807,['Pastry']
2808,['Coffee']
2809,['Truffles']
2810,['Tea']
2811,['Bread']
2812,['Farm House']
2813,"['Cake', 'Coffee']"
2814,"['Coffee', 'Sandwich']"
2815,['Tea']
2816,"['Hearty & Seasonal', 'Tea']"
2817,['Coffee']
2818,['Coffee']
2819,"['Cake', 'Tea']"
2820,['Farm House']
2821,['Coffee']
2822,['Coffee']
2823,['Bread']
2824,"['Cake', 'Coffee']"
2825,['Cake']
2826,"['Alfajores', 'Brownie', 'Medialuna']"
2827,['Bread']
2828,['Bread']
2829,"['Bread', 'Jam']"
2830,"['Sandwich', 'Tea']"
2831,"['Coffee', 'Coke', 'Juice', 'Medialuna']"
2832,"['Bread', 'Coffee', 'Toast']"
2833,"['Bread', 'Coffee', 'Toast']"
2834,"['Bread', 'Coffee', 'Medialuna']"
2835,['Coffee']
2836,"['Bread', 'Toast']"
2837,['Bread']
2838,"['Cake', 'Coffee', 'Medialuna']"
2839,['Tea']
2840,['Tea']
2841,"['Coffee', 'Medialuna']"
2842,['Bread']
2843,"['Bread', 'Coffee']"
2844,['Bread']
2845,"['Bread', 'Brownie']"
2846,['Coffee']
2847,"['Tea', 'The Nomad']"
2848,['Fudge']
2849,"['Alfajores', 'Coffee']"
2850,['Bread']
2851,"['Alfajores', 'Coffee']"
2852,"['Brownie', 'Coffee']"
2853,['Bread']
2854,"['Fudge', 'Jam']"
2855,['Tea']
2856,['Coffee']
2857,['Coffee']
2858,['Bread']
2859,['Coffee']
2860,['Coffee']
2861,"['Cake', 'Medialuna']"
2862,"['Cake', 'Coffee']"
2863,['Coffee']
2865,"['Bread', 'Brownie', 'Fudge', 'Tea', 'The Nomad']"
2866,"['Scone', 'Tea']"
2867,['Bread']
2868,"['Bread', 'Coffee', 'Juice', 'Mineral water', 'Sandwich']"
2869,"['Bread', 'Scandinavian']"
2870,['Sandwich']
2871,"['Brownie', 'Coffee']"
2872,"['Bread', 'Brownie', 'Hearty & Seasonal']"
2873,"['Hearty & Seasonal', 'Tea']"
2874,"['Brownie', 'Coffee']"
2875,"['Coffee', 'Farm House']"
2876,"['Coffee', 'Scone']"
2877,"['Alfajores', 'Crepes', 'Scone']"
2878,['Scandinavian']
2879,['Cake']
2880,['Bread']
2881,['Bread']
2882,"['Bread', 'Tea']"
2884,"['Brownie', 'Mineral water']"
2885,['Farm House']
2886,['Coffee']
2887,"['Bread', 'Coffee', 'Sandwich', 'Scone']"
2888,"['Alfajores', 'Coffee', 'Hot chocolate', 'Sandwich', 'Tea']"
2889,"['Bread', 'Juice', 'Scone']"
2890,['Coffee']
2891,['Bread']
2892,['Bread']
2893,"['Coffee', 'Pastry', 'Toast']"
2894,"['Bread', 'Focaccia']"
2895,['Scone']
2896,['Focaccia']
2897,['Scandinavian']
2898,"['Coffee', 'Tea']"
2899,"['Coffee', 'Farm House']"
2900,"['Focaccia', 'Pastry']"
2901,"['Coffee', 'Medialuna', 'Pastry']"
2902,"['Bread', 'Sandwich']"
2903,"['Bread', 'Coffee', 'Jam', 'Medialuna']"
2904,"['Coffee', 'Sandwich', 'Tea']"
2905,"['Coffee', 'Farm House']"
2906,['Bread']
2907,"['Bread', 'Coffee']"
2908,"['Coffee', 'Scandinavian', 'Toast']"
2909,"['Bread', 'Farm House', 'Medialuna']"
2910,['Bread']
2911,['Cake']
2912,"['Brownie', 'Coffee', 'Pastry']"
2913,['Bread']
2914,"['Coffee', 'Scone', 'Tea']"
2915,['Coffee']
2916,"['Bread', 'Tea']"
2917,"['Coffee', 'Scone']"
2918,"['Farm House', 'Scandinavian']"
2919,"['Cake', 'Vegan mincepie']"
2920,"['Coffee', 'Tea']"
2921,['Bread']
2922,['Coffee']
2923,['Scandinavian']
2924,['Bread']
2925,"['Bread', 'Tea']"
2926,"['Coffee', 'Medialuna', 'Pastry']"
2927,"['Juice', 'Truffles']"
2928,"['Art Tray', 'Coffee', 'Jammie Dodgers']"
2929,['Frittata']
2930,['Bread']
2931,"['Coffee', 'Sandwich']"
2932,"['Coffee', 'Juice']"
